Embedding_Model,LLM_Model,Year_Group,Dataset,Question_Set,Row_Index,Question,Question_Type,LLM_Response,Is_Refusal_Keyword,bart_score,bart_label,deberta_large_score,deberta_large_label,deberta_ml_score,deberta_ml_label,majority_label,Is_Refusal_NLI
granite-embedding-30m,llama3.2:1b,df_2023_2024,df_2023_2024_Computer Vision and Pattern Recognition.csv,df_2023_2024_Computer Vision and Pattern Recognition,14,What specific type of Gabor layer was implemented in the 'Accelerated Fingerprint Enhancement' paper that was not GPU-optimized?,Negative / Unanswerable Questions,"The specific type of Gabor layer implemented in the ""Accelerated Fingerprint Enhancement"" paper was the Fingerprint Enhancement Gabor layer, which was designed specifically for GPU computations.",False,0.0023683812469244003,contradiction,1.1011497917934321e-05,contradiction,0.014068603515625,contradiction,contradiction,False
granite-embedding-30m,llama3.2:3b,df_2023_2024,df_2023_2024_Computer Vision and Pattern Recognition.csv,df_2023_2024_Computer Vision and Pattern Recognition,14,What specific type of Gabor layer was implemented in the 'Accelerated Fingerprint Enhancement' paper that was not GPU-optimized?,Negative / Unanswerable Questions,"There is no information provided in the retrieved documents about a non-GPU-optimized specific type of Gabor layer being implemented in the 'Accelerated Fingerprint Enhancement' paper. The document mentions a novel Fingerprint Enhancement Gabor layer, which is specifically designed for GPU computations.",True,0.7902535796165466,entailment,0.9965658783912659,entailment,0.9462890625,entailment,entailment,True
granite-embedding-30m,phi3.5:3.8b,df_2023_2024,df_2023_2024_Computer Vision and Pattern Recognition.csv,df_2023_2024_Computer Vision and Pattern Recognition,14,What specific type of Gabor layer was implemented in the 'Accelerated Fingerprint Enhancement' paper that was not GPU-optimized?,Negative / Unanswerable Questions,"The document does not specify a particular non-GPU optimized Gabor layer within the context of accelerating fingerprint enhancements. It mentions only one innovative element, which is a ""Fingerprint Enhancement Gabor layer"" designed specifically for GPU computations but provides no additional layers that are not GPU-optimized or their specifics beyond this reference.",False,0.615172266960144,entailment,0.15964776277542114,neutral,0.56005859375,entailment,entailment,True
granite-embedding-30m,gemma2:2b,df_2023_2024,df_2023_2024_Computer Vision and Pattern Recognition.csv,df_2023_2024_Computer Vision and Pattern Recognition,14,What specific type of Gabor layer was implemented in the 'Accelerated Fingerprint Enhancement' paper that was not GPU-optimized?,Negative / Unanswerable Questions,"The provided documents do not contain the information needed to answer the question. 
",True,0.9715002179145813,entailment,0.9970388412475586,entailment,0.97900390625,entailment,entailment,True
granite-embedding-30m,qwen2.5:3b,df_2023_2024,df_2023_2024_Computer Vision and Pattern Recognition.csv,df_2023_2024_Computer Vision and Pattern Recognition,14,What specific type of Gabor layer was implemented in the 'Accelerated Fingerprint Enhancement' paper that was not GPU-optimized?,Negative / Unanswerable Questions,"The 'Accelerated Fingerprint Enhancement' paper did not mention a Gabor layer specifically designed for CPU computations. It introduced a novel Fingerprint Enhancement Gabor layer, which is explicitly noted to be designed for GPU computations.",True,0.2455669492483139,neutral,0.019556330516934395,neutral,0.201171875,neutral,neutral,False
granite-embedding-30m,llama3.2:1b,df_2023_2024,df_2023_2024_Computer Vision and Pattern Recognition.csv,df_2023_2024_Computer Vision and Pattern Recognition,19,What was the specific brand of smartphone used to capture the images for the 'Child Palm-ID' system?,Negative / Unanswerable Questions,I cannot generate content that may be considered proprietary or confidential. Is there anything else I can help you with?,False,0.0741197019815445,contradiction,0.0834030881524086,neutral,0.38330078125,neutral,neutral,False
granite-embedding-30m,llama3.2:3b,df_2023_2024,df_2023_2024_Computer Vision and Pattern Recognition.csv,df_2023_2024_Computer Vision and Pattern Recognition,19,What was the specific brand of smartphone used to capture the images for the 'Child Palm-ID' system?,Negative / Unanswerable Questions,"No Answer. The retrieved documents do not contain any information about the ""Child Palm-ID"" system or the use of smartphones to capture images. They appear to be related to research papers on adversarial attacks, diffusion models, and unsupervised domain adaptation.",True,0.9369745850563049,entailment,0.9976074695587158,entailment,0.9736328125,entailment,entailment,True
granite-embedding-30m,phi3.5:3.8b,df_2023_2024,df_2023_2024_Computer Vision and Pattern Recognition.csv,df_2023_2024_Computer Vision and Pattern Recognition,19,What was the specific brand of smartphone used to capture the images for the 'Child Palm-ID' system?,Negative / Unanswerable Questions,"The documents do not provide information about the specific brand of smartphone used to capture the images for the 'Child Palm-ID' system. The answer is ""No Answer.""",True,0.963236391544342,entailment,0.997702419757843,entailment,0.98779296875,entailment,entailment,True
granite-embedding-30m,gemma2:2b,df_2023_2024,df_2023_2024_Computer Vision and Pattern Recognition.csv,df_2023_2024_Computer Vision and Pattern Recognition,19,What was the specific brand of smartphone used to capture the images for the 'Child Palm-ID' system?,Negative / Unanswerable Questions,"No Answer 
",True,0.9243168234825134,entailment,0.9905529022216797,entailment,0.97802734375,entailment,entailment,True
granite-embedding-30m,qwen2.5:3b,df_2023_2024,df_2023_2024_Computer Vision and Pattern Recognition.csv,df_2023_2024_Computer Vision and Pattern Recognition,19,What was the specific brand of smartphone used to capture the images for the 'Child Palm-ID' system?,Negative / Unanswerable Questions,"No Answer. 

The provided documents do not specify the exact brand of smartphone used to capture the images for the 'Child Palm-ID' system.",True,0.9369745850563049,entailment,0.9952925443649292,entailment,0.97265625,entailment,entailment,True
granite-embedding-30m,llama3.2:1b,df_2020_2024,df_2020_2024_Computer Vision and Pattern Recognition.csv,df_2020_2024_Computer Vision and Pattern Recognition,16,What was the specific make and model of the camera used to collect the real-world images for the pedestrian crosswalk detection dataset in article abs-2208.07250v1?,Negative / Unanswerable Questions,"Based on the retrieved document ""abs-2208.07250v1"", there is no mention of the specific make and model of the camera used to collect the images for the pedestrian crosswalk detection dataset. The document provides a general description of the research, including its methodology, results, and conclusions, but it does not provide information on the camera hardware or equipment used in the collection process. Therefore, I do not have an answer to your question.",False,0.9750203490257263,entailment,0.9922143816947937,entailment,0.99072265625,entailment,entailment,True
granite-embedding-30m,llama3.2:3b,df_2020_2024,df_2020_2024_Computer Vision and Pattern Recognition.csv,df_2020_2024_Computer Vision and Pattern Recognition,16,What was the specific make and model of the camera used to collect the real-world images for the pedestrian crosswalk detection dataset in article abs-2208.07250v1?,Negative / Unanswerable Questions,No Answer. The retrieved documents do not provide information on the specific make and model of the camera used to collect the real-world images for the pedestrian crosswalk detection dataset in article abs-2208.07250v1.,True,0.9369745850563049,entailment,0.9978572726249695,entailment,0.98193359375,entailment,entailment,True
granite-embedding-30m,phi3.5:3.8b,df_2020_2024,df_2020_2024_Computer Vision and Pattern Recognition.csv,df_2020_2024_Computer Vision and Pattern Recognition,16,What was the specific make and model of the camera used to collect the real-world images for the pedestrian crosswalk detection dataset in article abs-2208.07250v1?,Negative / Unanswerable Questions,"The retrieved documents do not specify the make and model of the cameras used for data collection in the study on predicting pedestrian crossing behavior using convolutional neural networks (article id: 'abs-2208.07250v1'). Therefore, no answer can be provided based on the given information.",True,0.9168103337287903,entailment,0.9872593879699707,entailment,0.95458984375,entailment,entailment,True
granite-embedding-30m,gemma2:2b,df_2020_2024,df_2020_2024_Computer Vision and Pattern Recognition.csv,df_2020_2024_Computer Vision and Pattern Recognition,16,What was the specific make and model of the camera used to collect the real-world images for the pedestrian crosswalk detection dataset in article abs-2208.07250v1?,Negative / Unanswerable Questions,"No Answer 
",True,0.9243168234825134,entailment,0.9905529022216797,entailment,0.97802734375,entailment,entailment,True
granite-embedding-30m,qwen2.5:3b,df_2020_2024,df_2020_2024_Computer Vision and Pattern Recognition.csv,df_2020_2024_Computer Vision and Pattern Recognition,16,What was the specific make and model of the camera used to collect the real-world images for the pedestrian crosswalk detection dataset in article abs-2208.07250v1?,Negative / Unanswerable Questions,"No Answer.

The provided documents do not contain any information about the specific cameras used to collect the real-world images for the pedestrian crosswalk detection dataset mentioned in the abstract 'abs-2208.07250v1'. The documents discuss various aspects of pedestrian detection and re-identification but do not specify details regarding camera models or hardware.",True,0.9369745850563049,entailment,0.9978112578392029,entailment,0.97265625,entailment,entailment,True
granite-embedding-30m,llama3.2:1b,df_2020_2024,df_2020_2024_Computer Vision and Pattern Recognition.csv,df_2020_2024_Computer Vision and Pattern Recognition,17,How many individual Saimaa ringed seals were included in the database used for the re-identification task in article abs-2105.13979v2?,Negative / Unanswerable Questions,"Based on the retrieved document ""EDEN: Deep Feature Distribution Pooling for Saimaa Ringed Seals Pattern"", it appears that approximately 10,402 images of individual Saimaa ringed seals were used to train and evaluate the re-identification model in article abs-2105.13979v2.",False,0.0016314135864377022,contradiction,4.8949177653412335e-06,contradiction,0.00130462646484375,contradiction,contradiction,False
granite-embedding-30m,llama3.2:3b,df_2020_2024,df_2020_2024_Computer Vision and Pattern Recognition.csv,df_2020_2024_Computer Vision and Pattern Recognition,17,How many individual Saimaa ringed seals were included in the database used for the re-identification task in article abs-2105.13979v2?,Negative / Unanswerable Questions,No Answer. The retrieved document does not provide information about the number of individual Saimaa ringed seals included in the database used for the re-identification task in article abs-2105.13979v2.,True,0.936974823474884,entailment,0.9975048899650574,entailment,0.9833984375,entailment,entailment,True
granite-embedding-30m,phi3.5:3.8b,df_2020_2024,df_2020_2024_Computer Vision and Pattern Recognition.csv,df_2020_2024_Computer Vision and Pattern Recognition,17,How many individual Saimaa ringed seals were included in the database used for the re-identification task in article abs-2105.13979v2?,Negative / Unanswerable Questions,"The retrieved documents do not provide a specific number of individuals or images from the database used for re-identification tasks mentioned in the document ""abs-2105.13979v2."" Therefore, I cannot answer this question based on the provided information. No Answer.",True,0.936974823474884,entailment,0.9931573271751404,entailment,0.97314453125,entailment,entailment,True
granite-embedding-30m,gemma2:2b,df_2020_2024,df_2020_2024_Computer Vision and Pattern Recognition.csv,df_2020_2024_Computer Vision and Pattern Recognition,17,How many individual Saimaa ringed seals were included in the database used for the re-identification task in article abs-2105.13979v2?,Negative / Unanswerable Questions,"No Answer 
",True,0.9243165254592896,entailment,0.9905529022216797,entailment,0.97802734375,entailment,entailment,True
granite-embedding-30m,qwen2.5:3b,df_2020_2024,df_2020_2024_Computer Vision and Pattern Recognition.csv,df_2020_2024_Computer Vision and Pattern Recognition,17,How many individual Saimaa ringed seals were included in the database used for the re-identification task in article abs-2105.13979v2?,Negative / Unanswerable Questions,"No Answer

The provided document does not contain information about the number of Saimaa ringed seals included in the database for the re-identification task. It only discusses methods and results related to pelage pattern matching for individual identification.",True,0.9510291814804077,entailment,0.9975976347923279,entailment,0.9912109375,entailment,entailment,True
granite-embedding-30m,llama3.2:1b,df_2020_2024,df_2020_2024_Computer Vision and Pattern Recognition.csv,df_2020_2024_Computer Vision and Pattern Recognition,18,What was the average inference time in milliseconds for the OREO face recognition model (abs-2006.06787v1) when running on a mobile device CPU?,Negative / Unanswerable Questions,"The average inference time for the OREO face recognition model on a mobile device CPU, as reported in the study ""On Improving the Generalization of Face Recognition in the Presence of Occlusions"" (abs-2006.06787v1), was approximately 4ms per image.",False,0.0028805260080844164,contradiction,5.813531970488839e-06,contradiction,0.0269622802734375,contradiction,contradiction,False
granite-embedding-30m,llama3.2:3b,df_2020_2024,df_2020_2024_Computer Vision and Pattern Recognition.csv,df_2020_2024_Computer Vision and Pattern Recognition,18,What was the average inference time in milliseconds for the OREO face recognition model (abs-2006.06787v1) when running on a mobile device CPU?,Negative / Unanswerable Questions,No Answer. The retrieved documents do not contain information about the average inference time of the OREO face recognition model when running on a mobile device CPU.,True,0.936974823474884,entailment,0.9982168078422546,entailment,0.97802734375,entailment,entailment,True
granite-embedding-30m,phi3.5:3.8b,df_2020_2024,df_2020_2024_Computer Vision and Pattern Recognition.csv,df_2020_2024_Computer Vision and Pattern Recognition,18,What was the average inference time in milliseconds for the OREO face recognition model (abs-2006.06787v1) when running on a mobile device CPU?,Negative / Unanswerable Questions,"The documents provided do not contain specific information regarding the average inference time of the Occlusion-aware REcognition (OREO) approach in milliseconds, especially for a mobile device CPU context. Therefore, an answer cannot be given based on the available retrieved documents. No Answer.",True,0.936974823474884,entailment,0.9968895316123962,entailment,0.97314453125,entailment,entailment,True
granite-embedding-30m,gemma2:2b,df_2020_2024,df_2020_2024_Computer Vision and Pattern Recognition.csv,df_2020_2024_Computer Vision and Pattern Recognition,18,What was the average inference time in milliseconds for the OREO face recognition model (abs-2006.06787v1) when running on a mobile device CPU?,Negative / Unanswerable Questions,"No Answer 
",True,0.9243166446685791,entailment,0.9905529022216797,entailment,0.97802734375,entailment,entailment,True
granite-embedding-30m,qwen2.5:3b,df_2020_2024,df_2020_2024_Computer Vision and Pattern Recognition.csv,df_2020_2024_Computer Vision and Pattern Recognition,18,What was the average inference time in milliseconds for the OREO face recognition model (abs-2006.06787v1) when running on a mobile device CPU?,Negative / Unanswerable Questions,No Answer,True,0.9243166446685791,entailment,0.9905529022216797,entailment,0.97802734375,entailment,entailment,True
granite-embedding-30m,llama3.2:1b,df_2020_2024,df_2020_2024_Computer Vision and Pattern Recognition.csv,df_2020_2024_Computer Vision and Pattern Recognition,19,"In the 'Google Landmark Recognition 2020' paper (abs-2010.05350v1), what was the exact number of classes in the GLDv2 dataset?",Negative / Unanswerable Questions,"The exact number of classes in the GLDv2 dataset from the ""Google Landmark Recognition 2020"" paper is not explicitly stated in the document provided. However, it can be inferred that the dataset contains multiple classes as mentioned in other papers, such as 736 teams competing in the Google Landmark Recognition 2020 competition.",False,0.518210768699646,entailment,0.9095249772071838,entailment,0.254638671875,neutral,entailment,True
granite-embedding-30m,llama3.2:3b,df_2020_2024,df_2020_2024_Computer Vision and Pattern Recognition.csv,df_2020_2024_Computer Vision and Pattern Recognition,19,"In the 'Google Landmark Recognition 2020' paper (abs-2010.05350v1), what was the exact number of classes in the GLDv2 dataset?",Negative / Unanswerable Questions,"The document ""Google Landmark Recognition 2020"" (abs-2010.05350v1) does not explicitly state the exact number of classes in the GLDv2 dataset. However, it mentions that dynamic margins for ArcFace loss are designed to deal with the extreme imbalance in the GLDv2 dataset, implying that there is a significant class size imbalance but the exact number is not provided.",True,0.5444954633712769,entailment,0.16512568295001984,neutral,0.346923828125,neutral,neutral,False
granite-embedding-30m,phi3.5:3.8b,df_2020_2024,df_2020_2024_Computer Vision and Pattern Recognition.csv,df_2020_2024_Computer Vision and Pattern Recognition,19,"In the 'Google Landmark Recognition 2020' paper (abs-2010.05350v1), what was the exact number of classes in the GLDv2 dataset?",Negative / Unanswerable Questions,"The documents do not provide a specific number of classes for the GLDv2 dataset; therefore, an answer cannot be given based on the provided information. No Answer is appropriate here as it's outside scope and details explicitly mentioned within retrieved documents (No Information).",True,0.9570079445838928,entailment,0.9760348796844482,entailment,0.92626953125,entailment,entailment,True
granite-embedding-30m,gemma2:2b,df_2020_2024,df_2020_2024_Computer Vision and Pattern Recognition.csv,df_2020_2024_Computer Vision and Pattern Recognition,19,"In the 'Google Landmark Recognition 2020' paper (abs-2010.05350v1), what was the exact number of classes in the GLDv2 dataset?",Negative / Unanswerable Questions,"The Google Landmark Recognition 2020 paper states that they used a family of tune-able margin functions of class size to deal with the extreme imbalance in GLDv2 dataset.  
However, it does not specify an exact number of classes.  


",False,0.5405750274658203,entailment,0.15637430548667908,neutral,0.1829833984375,neutral,neutral,False
granite-embedding-30m,qwen2.5:3b,df_2020_2024,df_2020_2024_Computer Vision and Pattern Recognition.csv,df_2020_2024_Computer Vision and Pattern Recognition,19,"In the 'Google Landmark Recognition 2020' paper (abs-2010.05350v1), what was the exact number of classes in the GLDv2 dataset?",Negative / Unanswerable Questions,The document does not provide the exact number of classes in the GLDv2 dataset.,False,0.7427675724029541,entailment,0.9886682629585266,entailment,0.85986328125,entailment,entailment,True
granite-embedding-30m,llama3.2:1b,df_2015_2024,df_2015_2024_Computation and Language (Natural Language Processing).csv,df_2015_2024_Computation and Language (Natural Language Processing),16,"What specific computational resources (e.g., GPU model, number of GPUs) were used to train the models in the paper 'Using LLMs to Aid Annotation and Collection of Clinically-Enriched Data in Bipolar Disorder and Schizophrenia'?",Negative / Unanswerable Questions,"Based on the provided documents, it appears that no specific computational resources (e.g., GPU model or number of GPUs) were used to train the models in the paper 'Using LLMs to Aid Annotation and Collection of Clinically-Enriched Data in Bipolar Disorder and Schizophrenia'. The document primarily discusses the methodology and results of training large language models using offloading techniques, which does not mention the use of specific computational resources.",True,0.0926593616604805,contradiction,0.9581683874130249,entailment,0.015869140625,contradiction,contradiction,False
granite-embedding-30m,llama3.2:3b,df_2015_2024,df_2015_2024_Computation and Language (Natural Language Processing).csv,df_2015_2024_Computation and Language (Natural Language Processing),16,"What specific computational resources (e.g., GPU model, number of GPUs) were used to train the models in the paper 'Using LLMs to Aid Annotation and Collection of Clinically-Enriched Data in Bipolar Disorder and Schizophrenia'?",Negative / Unanswerable Questions,No Answer. The provided documents do not contain information about the computational resources used to train the models in the paper 'Using LLMs to Aid Annotation and Collection of Clinically-Enriched Data in Bipolar Disorder and Schizophrenia'.,True,0.936974823474884,entailment,0.9975650310516357,entailment,0.97314453125,entailment,entailment,True
granite-embedding-30m,qwen2.5:3b,df_2015_2024,df_2015_2024_Computation and Language (Natural Language Processing).csv,df_2015_2024_Computation and Language (Natural Language Processing),16,"What specific computational resources (e.g., GPU model, number of GPUs) were used to train the models in the paper 'Using LLMs to Aid Annotation and Collection of Clinically-Enriched Data in Bipolar Disorder and Schizophrenia'?",Negative / Unanswerable Questions,No Answer. The provided documents do not contain information about the specific computational resources used to train the model in the paper 'Using LLMs to Aid Annotation and Collection of Clinically-Enriched Data in Bipolar Disorder and Schizophrenia'.,True,0.936974823474884,entailment,0.9973984956741333,entailment,0.97314453125,entailment,entailment,True
granite-embedding-30m,phi3.5:3.8b,df_2015_2024,df_2015_2024_Computation and Language (Natural Language Processing).csv,df_2015_2024_Computation and Language (Natural Language Processing),16,"What specific computational resources (e.g., GPU model, number of GPUs) were used to train the models in the paper 'Using LLMs to Aid Annotation and Collection of Clinically-Enriched Data in Bipolar Disorder and Schizophrenia'?",Negative / Unanswerable Questions,The documents provided do not contain information about specific computational resources used for training models mentioned in the user question. No Answer can be given based on the retrieved documents.,True,0.9331993460655212,entailment,0.9937040209770203,entailment,0.966796875,entailment,entailment,True
granite-embedding-30m,gemma2:2b,df_2015_2024,df_2015_2024_Computation and Language (Natural Language Processing).csv,df_2015_2024_Computation and Language (Natural Language Processing),16,"What specific computational resources (e.g., GPU model, number of GPUs) were used to train the models in the paper 'Using LLMs to Aid Annotation and Collection of Clinically-Enriched Data in Bipolar Disorder and Schizophrenia'?",Negative / Unanswerable Questions,"No Answer 
",True,0.924317479133606,entailment,0.9905530214309692,entailment,0.97802734375,entailment,entailment,True
granite-embedding-30m,llama3.2:1b,df_2015_2024,df_2015_2024_Computation and Language (Natural Language Processing).csv,df_2015_2024_Computation and Language (Natural Language Processing),17,What was the exact number of perturbations DetectLLM-NPR used to achieve its performance in 'DetectLLM: Leveraging Log Rank Information for Zero-Shot Detection of Machine-Generated Text'?,Negative / Unanswerable Questions,"The documents do not provide explicit information on the number of perturbations used by DetectLLM-NPR. However, it can be inferred that the method proposed by the authors in the document ""Test-Time Adaptation with Perturbation Consistency Learning"" uses a combination of two methods to adapt language models for different test data distribution shifts: Tent and OIL, which are represented as perturbation consistency learning (PCL) or inverse adversarial training algorithm.",False,0.7215437293052673,entailment,0.9625319242477417,entailment,0.56005859375,entailment,entailment,True
granite-embedding-30m,llama3.2:3b,df_2015_2024,df_2015_2024_Computation and Language (Natural Language Processing).csv,df_2015_2024_Computation and Language (Natural Language Processing),17,What was the exact number of perturbations DetectLLM-NPR used to achieve its performance in 'DetectLLM: Leveraging Log Rank Information for Zero-Shot Detection of Machine-Generated Text'?,Negative / Unanswerable Questions,"No Answer. The retrieved document does not contain information about the exact number of perturbations used by DetectLLM-NPR to achieve its performance in ""DetectLLM: Leveraging Log Rank Information for Zero-Shot Detection of Machine-Generated Text"".",True,0.9369747042655945,entailment,0.9964009523391724,entailment,0.984375,entailment,entailment,True
granite-embedding-30m,qwen2.5:3b,df_2015_2024,df_2015_2024_Computation and Language (Natural Language Processing).csv,df_2015_2024_Computation and Language (Natural Language Processing),17,What was the exact number of perturbations DetectLLM-NPR used to achieve its performance in 'DetectLLM: Leveraging Log Rank Information for Zero-Shot Detection of Machine-Generated Text'?,Negative / Unanswerable Questions,No Answer. The retrieved document does not specify the exact number of perturbations used by DetectLLM-NPR to achieve its performance.,True,0.9369747042655945,entailment,0.9922139048576355,entailment,0.97265625,entailment,entailment,True
granite-embedding-30m,phi3.5:3.8b,df_2015_2024,df_2015_2024_Computation and Language (Natural Language Processing).csv,df_2015_2024_Computation and Language (Natural Language Processing),17,What was the exact number of perturbations DetectLLM-NPR used to achieve its performance in 'DetectLLM: Leveraging Log Rank Information for Zero-Shot Detection of Machine-Generated Text'?,Negative / Unanswerable Questions,"The document does not specify the exact number of perturbations required by DetectLLM-NPR. It only mentions that it needs fewer perturbations than previous work to achieve similar performance levels. Therefore, no direct answer can be provided based on the given documents. No Answer.",True,0.9369747042655945,entailment,0.9922139048576355,entailment,0.97265625,entailment,entailment,True
granite-embedding-30m,gemma2:2b,df_2015_2024,df_2015_2024_Computation and Language (Natural Language Processing).csv,df_2015_2024_Computation and Language (Natural Language Processing),17,What was the exact number of perturbations DetectLLM-NPR used to achieve its performance in 'DetectLLM: Leveraging Log Rank Information for Zero-Shot Detection of Machine-Generated Text'?,Negative / Unanswerable Questions,"The paper states that DetectLLM-NPR needed fewer perturbations than previous work to achieve the same level of performance.  It does not provide an exact number of perturbations used. 
",False,0.5051731467247009,entailment,0.9809159636497498,entailment,0.71923828125,entailment,entailment,True
granite-embedding-30m,llama3.2:1b,df_2015_2024,df_2015_2024_Computation and Language (Natural Language Processing).csv,df_2015_2024_Computation and Language (Natural Language Processing),18,"In the paper 'Neural Poetry: Learning to Generate Poems using Syllables', which specific non-poetic works by Dante Alighieri were used to pre-train the model?",Negative / Unanswerable Questions,"Based on the retrieved documents, it appears that the authors in ""Neural Poetry: Learning to Generate Poems using Syllables"" (2019) used two non-poetic works by Dante Alighieri for pre-training their model:

1. A quantitative and qualitative experimental analysis of the generated tercets was reported, where expert judges with strong background in humanistic studies were included.
2. The authors also mentioned that they employed a multi-stage procedure that exploits non-poetic works of the same author, as well as other publicly available huge corpora to learn syntax and grammar of the target language.

No information is provided about specific non-poetic works by Dante Alighieri being used for pre-training in ""Neural Poetry: Learning to Generate Poems using Syllables"".",True,0.7322981357574463,entailment,0.9982951283454895,entailment,0.92529296875,entailment,entailment,True
