id,title,category,category_code,published_date,updated_date,authors,first_author,summary,summary_word_count
abs-2409.12154v1,"Abductive explanations of classifiers under constraints: Complexity and
  properties",Artificial Intelligence,cs.AI,2024-09-18,9/18/24,"['Martin Cooper', 'Leila Amgoud']",'Martin Cooper',"Abductive explanations (AXp's) are widely used for understanding decisions of
classifiers. Existing definitions are suitable when features are independent.
However, we show that ignoring constraints when they exist between features may
lead to an explosion in the number of redundant or superfluous AXp's. We
propose three new types of explanations that take into account constraints and
that can be generated from the whole feature space or from a sample (such as a
dataset). They are based on a key notion of coverage of an explanation, the set
of instances it explains. We show that coverage is powerful enough to discard
redundant and superfluous AXp's. For each type, we analyse the complexity of
finding an explanation and investigate its formal properties. The final result
is a catalogue of different forms of AXp's with different complexities and
different formal guarantees.",138
abs-2402.17709v2,Case-Based or Rule-Based: How Do Transformers Do the Math?,Artificial Intelligence,cs.AI,2024-02-27,6/26/24,"['Yi Hu', 'Xiaojuan Tang', 'Haotong Yang', 'Muhan Zhang']",'Yi Hu',"Despite the impressive performance in a variety of complex tasks, modern
large language models (LLMs) still have trouble dealing with some math problems
that are simple and intuitive for humans, such as addition. While we can easily
learn basic rules of addition and apply them to new problems of any length,
LLMs struggle to do the same. Instead, they may rely on similar cases seen in
the training corpus for help. We define these two different reasoning
mechanisms as ""rule-based reasoning"" and ""case-based reasoning"". Since
rule-based reasoning is essential for acquiring systematic generalization
ability, we aim to explore exactly whether transformers use rule-based or
case-based reasoning for math problems. Through carefully designed intervention
experiments on five math tasks, we confirm that transformers are performing
case-based reasoning, no matter whether scratchpad is used, which aligns with
the previous observations that transformers use subgraph matching/shortcut
learning to reason. To mitigate such problems, we propose a Rule-Following
Fine-Tuning (RFFT) technique to teach transformers to perform rule-based
reasoning. Specifically, we provide explicit rules in the input and then
instruct transformers to recite and follow the rules step by step. Through
RFFT, we successfully enable LLMs fine-tuned on 1-5 digit addition to
generalize to up to 12-digit addition with over 95% accuracy, which is over 40%
higher than scratchpad. The significant improvement demonstrates that teaching
LLMs to use rules explicitly helps them learn rule-based reasoning and
generalize better in length.",235
abs-2410.01349v1,"Life, uh, Finds a Way: Systematic Neural Search",Artificial Intelligence,cs.AI,2024-10-02,10/2/24,"['Alex Baranski', 'Jun Tani']",'Alex Baranski',"We tackle the challenge of rapidly adapting an agent's behavior to solve
spatiotemporally continuous problems in novel settings. Animals exhibit
extraordinary abilities to adapt to new contexts, a capacity unmatched by
artificial systems. Instead of focusing on generalization through deep
reinforcement learning, we propose viewing behavior as the physical
manifestation of a search procedure, where robust problem-solving emerges from
an exhaustive search across all possible behaviors. Surprisingly, this can be
done efficiently using online modification of a cognitive graph that guides
action, challenging the predominant view that exhaustive search in continuous
spaces is impractical. We describe an algorithm that implicitly enumerates
behaviors by regulating the tight feedback loop between execution of behaviors
and mutation of the graph, and provide a neural implementation based on Hebbian
learning and a novel high-dimensional harmonic representation inspired by
entorhinal cortex. By framing behavior as search, we provide a mathematically
simple and biologically plausible model for real-time behavioral adaptation,
successfully solving a variety of continuous state-space navigation problems.
This framework not only offers a flexible neural substrate for other
applications but also presents a powerful paradigm for understanding adaptive
behavior. Our results suggest potential advancements in developmental learning
and unsupervised skill acquisition, paving the way for autonomous robots to
master complex skills in data-sparse environments demanding flexibility.",212
abs-2410.15735v1,AutoTrain: No-code training for state-of-the-art models,Artificial Intelligence,cs.AI,2024-10-21,10/21/24,['Abhishek Thakur'],'Abhishek Thakur',"With the advancements in open-source models, training (or finetuning) models
on custom datasets has become a crucial part of developing solutions which are
tailored to specific industrial or open-source applications. Yet, there is no
single tool which simplifies the process of training across different types of
modalities or tasks. We introduce AutoTrain (aka AutoTrain Advanced) -- an
open-source, no code tool/library which can be used to train (or finetune)
models for different kinds of tasks such as: large language model (LLM)
finetuning, text classification/regression, token classification,
sequence-to-sequence task, finetuning of sentence transformers, visual language
model (VLM) finetuning, image classification/regression and even classification
and regression tasks on tabular data. AutoTrain Advanced is an open-source
library providing best practices for training models on custom datasets. The
library is available at https://github.com/huggingface/autotrain-advanced.
AutoTrain can be used in fully local mode or on cloud machines and works with
tens of thousands of models shared on Hugging Face Hub and their variations.",157
abs-2411.15361v2,"Designing Cellular Manufacturing System in Presence of Alternative
  Process Plans",Artificial Intelligence,cs.AI,2024-11-22,12/4/24,"['Md. Kutub Uddin', 'Md. Saiful Islam', 'Md Abrar Jahin', 'Md. Tanjid Hossen Irfan', 'Md. Saiful Islam Seam', 'M. F. Mridha']",'Md. Kutub Uddin',"In the design of cellular manufacturing systems (CMS), numerous technological
and managerial decisions must be made at both the design and operational
stages. The first step in designing a CMS involves grouping parts and machines.
In this paper, four integer programming formulations are presented for grouping
parts and machines in a CMS at both the design and operational levels for a
generalized grouping problem, where each part has more than one process plan,
and each operation of a process plan can be performed on more than one machine.
The minimization of inter-cell and intra-cell movements is achieved by
assigning the maximum possible number of consecutive operations of a part type
to the same cell and to the same machine, respectively. The suitability of
minimizing inter-cell and intra-cell movements as an objective, compared to
other objectives such as minimizing investment costs on machines, operating
costs, etc., is discussed. Numerical examples are included to illustrate the
workings of the formulations.",158
abs-2406.11161v2,"Emotion-LLaMA: Multimodal Emotion Recognition and Reasoning with
  Instruction Tuning",Artificial Intelligence,cs.AI,2024-06-17,11/2/24,"['Zebang Cheng', 'Zhi-Qi Cheng', 'Jun-Yan He', 'Jingdong Sun', 'Kai Wang', 'Yuxiang Lin', 'Zheng Lian', 'Xiaojiang Peng', 'Alexander Hauptmann']",'Zebang Cheng',"Accurate emotion perception is crucial for various applications, including
human-computer interaction, education, and counseling. However, traditional
single-modality approaches often fail to capture the complexity of real-world
emotional expressions, which are inherently multimodal. Moreover, existing
Multimodal Large Language Models (MLLMs) face challenges in integrating audio
and recognizing subtle facial micro-expressions. To address this, we introduce
the MERR dataset, containing 28,618 coarse-grained and 4,487 fine-grained
annotated samples across diverse emotional categories. This dataset enables
models to learn from varied scenarios and generalize to real-world
applications. Furthermore, we propose Emotion-LLaMA, a model that seamlessly
integrates audio, visual, and textual inputs through emotion-specific encoders.
By aligning features into a shared space and employing a modified LLaMA model
with instruction tuning, Emotion-LLaMA significantly enhances both emotional
recognition and reasoning capabilities. Extensive evaluations show
Emotion-LLaMA outperforms other MLLMs, achieving top scores in Clue Overlap
(7.83) and Label Overlap (6.25) on EMER, an F1 score of 0.9036 on MER2023-SEMI
challenge, and the highest UAR (45.59) and WAR (59.37) in zero-shot evaluations
on DFEW dataset.",167
abs-2407.11315v1,"COMET: ""Cone of experience"" enhanced large multimodal model for
  mathematical problem generation",Artificial Intelligence,cs.AI,2024-07-16,7/16/24,"['Sannyuya Liu', 'Jintian Feng', 'Zongkai Yang', 'Yawei Luo', 'Qian Wan', 'Xiaoxuan Shen', 'Jianwen Sun']",'Sannyuya Liu',"The automatic generation of high-quality mathematical problems is practically
valuable in many educational scenarios. Large multimodal model provides a novel
technical approach for the mathematical problem generation because of its wide
success in cross-modal data scenarios. However, the traditional method of
separating problem solving from problem generation and the mainstream
fine-tuning framework of monotonous data structure with homogeneous training
objectives limit the application of large multimodal model in mathematical
problem generation. Addressing these challenges, this paper proposes COMET, a
""Cone of Experience"" enhanced large multimodal model for mathematical problem
generation. Firstly, from the perspective of mutual ability promotion and
application logic, we unify stem generation and problem solving into
mathematical problem generation. Secondly, a three-stage fine-turning framework
guided by the ""Cone of Experience"" is proposed. The framework divides the
fine-tuning data into symbolic experience, iconic experience, and direct
experience to draw parallels with experiences in the career growth of teachers.
Several fine-grained data construction and injection methods are designed in
this framework. Finally, we construct a Chinese multimodal mathematical problem
dataset to fill the vacancy of Chinese multimodal data in this field. Combined
with objective and subjective indicators, experiments on multiple datasets
fully verify the effectiveness of the proposed framework and model.",202
abs-2410.18866v1,"The Cat and Mouse Game: The Ongoing Arms Race Between Diffusion Models
  and Detection Methods",Artificial Intelligence,cs.AI,2024-10-24,10/24/24,"['Linda Laurier', 'Ave Giulietta', 'Arlo Octavia', 'Meade Cleti']",'Linda Laurier',"The emergence of diffusion models has transformed synthetic media generation,
offering unmatched realism and control over content creation. These
advancements have driven innovation across fields such as art, design, and
scientific visualization. However, they also introduce significant ethical and
societal challenges, particularly through the creation of hyper-realistic
images that can facilitate deepfakes, misinformation, and unauthorized
reproduction of copyrighted material. In response, the need for effective
detection mechanisms has become increasingly urgent. This review examines the
evolving adversarial relationship between diffusion model development and the
advancement of detection methods. We present a thorough analysis of
contemporary detection strategies, including frequency and spatial domain
techniques, deep learning-based approaches, and hybrid models that combine
multiple methodologies. We also highlight the importance of diverse datasets
and standardized evaluation metrics in improving detection accuracy and
generalizability. Our discussion explores the practical applications of these
detection systems in copyright protection, misinformation prevention, and
forensic analysis, while also addressing the ethical implications of synthetic
media. Finally, we identify key research gaps and propose future directions to
enhance the robustness and adaptability of detection methods in line with the
rapid advancements of diffusion models. This review emphasizes the necessity of
a comprehensive approach to mitigating the risks associated with AI-generated
content in an increasingly digital world.",208
abs-2402.10011v3,Clifford Group Equivariant Simplicial Message Passing Networks,Artificial Intelligence,cs.AI,2024-02-15,3/12/24,"['Cong Liu', 'David Ruhe', 'Floor Eijkelboom', 'Patrick Forré']",'Cong Liu',"We introduce Clifford Group Equivariant Simplicial Message Passing Networks,
a method for steerable E(n)-equivariant message passing on simplicial
complexes. Our method integrates the expressivity of Clifford group-equivariant
layers with simplicial message passing, which is topologically more intricate
than regular graph message passing. Clifford algebras include higher-order
objects such as bivectors and trivectors, which express geometric features
(e.g., areas, volumes) derived from vectors. Using this knowledge, we represent
simplex features through geometric products of their vertices. To achieve
efficient simplicial message passing, we share the parameters of the message
network across different dimensions. Additionally, we restrict the final
message to an aggregation of the incoming messages from different dimensions,
leading to what we term shared simplicial message passing. Experimental results
show that our method is able to outperform both equivariant and simplicial
graph neural networks on a variety of geometric tasks.",140
abs-2402.10083v1,"Fine-tuning Large Language Model (LLM) Artificial Intelligence Chatbots
  in Ophthalmology and LLM-based evaluation using GPT-4",Artificial Intelligence,cs.AI,2024-02-15,2/15/24,"['Ting Fang Tan', 'Kabilan Elangovan', 'Liyuan Jin', 'Yao Jie', 'Li Yong', 'Joshua Lim', 'Stanley Poh', 'Wei Yan Ng', 'Daniel Lim', 'Yuhe Ke', 'Nan Liu', 'Daniel Shu Wei Ting']",'Ting Fang Tan',"Purpose: To assess the alignment of GPT-4-based evaluation to human clinician
experts, for the evaluation of responses to ophthalmology-related patient
queries generated by fine-tuned LLM chatbots. Methods: 400 ophthalmology
questions and paired answers were created by ophthalmologists to represent
commonly asked patient questions, divided into fine-tuning (368; 92%), and
testing (40; 8%). We find-tuned 5 different LLMs, including LLAMA2-7b,
LLAMA2-7b-Chat, LLAMA2-13b, and LLAMA2-13b-Chat. For the testing dataset,
additional 8 glaucoma QnA pairs were included. 200 responses to the testing
dataset were generated by 5 fine-tuned LLMs for evaluation. A customized
clinical evaluation rubric was used to guide GPT-4 evaluation, grounded on
clinical accuracy, relevance, patient safety, and ease of understanding. GPT-4
evaluation was then compared against ranking by 5 clinicians for clinical
alignment. Results: Among all fine-tuned LLMs, GPT-3.5 scored the highest
(87.1%), followed by LLAMA2-13b (80.9%), LLAMA2-13b-chat (75.5%),
LLAMA2-7b-Chat (70%) and LLAMA2-7b (68.8%) based on the GPT-4 evaluation. GPT-4
evaluation demonstrated significant agreement with human clinician rankings,
with Spearman and Kendall Tau correlation coefficients of 0.90 and 0.80
respectively; while correlation based on Cohen Kappa was more modest at 0.50.
Notably, qualitative analysis and the glaucoma sub-analysis revealed clinical
inaccuracies in the LLM-generated responses, which were appropriately
identified by the GPT-4 evaluation. Conclusion: The notable clinical alignment
of GPT-4 evaluation highlighted its potential to streamline the clinical
evaluation of LLM chatbot responses to healthcare-related queries. By
complementing the existing clinician-dependent manual grading, this efficient
and automated evaluation could assist the validation of future developments in
LLM applications for healthcare.",250
abs-2403.00839v1,"ToolNet: Connecting Large Language Models with Massive Tools via Tool
  Graph",Artificial Intelligence,cs.AI,2024-02-29,2/29/24,"['Xukun Liu', 'Zhiyuan Peng', 'Xiaoyuan Yi', 'Xing Xie', 'Lirong Xiang', 'Yuchen Liu', 'Dongkuan Xu']",'Xukun Liu',"While achieving remarkable progress in a broad range of tasks, large language
models (LLMs) remain significantly limited in properly using massive external
tools. Existing in-context learning approaches simply format tools into a list
of plain text descriptions and input them to LLMs, from which, LLMs generate a
sequence of tool calls to solve problems step by step. Such a paradigm ignores
the intrinsic dependency between tools and offloads all reasoning loads to
LLMs, making them restricted to a limited number of specifically designed
tools. It thus remains challenging for LLMs to operate on a library of massive
tools, casting a great limitation when confronted with real-world scenarios.
This paper proposes ToolNet, a plug-and-play framework that scales up the
number of tools to thousands with a moderate increase in token consumption.
ToolNet organizes tools into a directed graph. Each node represents a tool, and
weighted edges denote tool transition. Starting from an initial tool node, an
LLM navigates in the graph by iteratively choosing the next one from its
successors until the task is resolved. Extensive experiments show that ToolNet
can achieve impressive results in challenging multi-hop tool learning datasets
and is resilient to tool failures.",195
abs-2407.11484v9,The Oscars of AI Theater: A Survey on Role-Playing with Language Models,Artificial Intelligence,cs.AI,2024-07-16,1/10/25,"['Nuo Chen', 'Yan Wang', 'Yang Deng', 'Jia Li']",'Nuo Chen',"This survey explores the burgeoning field of role-playing with language
models, focusing on their development from early persona-based models to
advanced character-driven simulations facilitated by Large Language Models
(LLMs). Initially confined to simple persona consistency due to limited model
capabilities, role-playing tasks have now expanded to embrace complex character
portrayals involving character consistency, behavioral alignment, and overall
attractiveness. We provide a comprehensive taxonomy of the critical components
in designing these systems, including data, models and alignment, agent
architecture and evaluation. This survey not only outlines the current
methodologies and challenges, such as managing dynamic personal profiles and
achieving high-level persona consistency but also suggests avenues for future
research in improving the depth and realism of role-playing applications. The
goal is to guide future research by offering a structured overview of current
methodologies and identifying potential areas for improvement. Related
resources and papers are available at
https://github.com/nuochenpku/Awesome-Role-Play-Papers.",146
abs-2408.10120v1,"Geometry Informed Tokenization of Molecules for Language Model
  Generation",Artificial Intelligence,cs.AI,2024-08-19,8/19/24,"['Xiner Li', 'Limei Wang', 'Youzhi Luo', 'Carl Edwards', 'Shurui Gui', 'Yuchao Lin', 'Heng Ji', 'Shuiwang Ji']",'Xiner Li',"We consider molecule generation in 3D space using language models (LMs),
which requires discrete tokenization of 3D molecular geometries. Although
tokenization of molecular graphs exists, that for 3D geometries is largely
unexplored. Here, we attempt to bridge this gap by proposing the Geo2Seq, which
converts molecular geometries into $SE(3)$-invariant 1D discrete sequences.
Geo2Seq consists of canonical labeling and invariant spherical representation
steps, which together maintain geometric and atomic fidelity in a format
conducive to LMs. Our experiments show that, when coupled with Geo2Seq, various
LMs excel in molecular geometry generation, especially in controlled generation
tasks.",95
abs-2402.02330v2,Enhance Reasoning for Large Language Models in the Game Werewolf,Artificial Intelligence,cs.AI,2024-02-04,3/29/24,"['Shuang Wu', 'Liwen Zhu', 'Tao Yang', 'Shiwei Xu', 'Qiang Fu', 'Yang Wei', 'Haobo Fu']",'Shuang Wu',"This paper presents an innovative framework that integrates Large Language
Models (LLMs) with an external Thinker module to enhance the reasoning
capabilities of LLM-based agents. Unlike augmenting LLMs with prompt
engineering, Thinker directly harnesses knowledge from databases and employs
various optimization techniques. The framework forms a reasoning hierarchy
where LLMs handle intuitive System-1 tasks such as natural language processing,
while the Thinker focuses on cognitive System-2 tasks that require complex
logical analysis and domain-specific knowledge. Our framework is presented
using a 9-player Werewolf game that demands dual-system reasoning. We introduce
a communication protocol between LLMs and the Thinker, and train the Thinker
using data from 18800 human sessions and reinforcement learning. Experiments
demonstrate the framework's effectiveness in deductive reasoning, speech
generation, and online game evaluation. Additionally, we fine-tune a 6B LLM to
surpass GPT4 when integrated with the Thinker. This paper also contributes the
largest dataset for social deduction games to date.",152
abs-2412.02130v1,"A privacy-preserving distributed credible evidence fusion algorithm for
  collective decision-making",Artificial Intelligence,cs.AI,2024-12-03,12/3/24,"['Chaoxiong Ma', 'Yan Liang', 'Xinyu Yang', 'Han Wu', 'Huixia Zhang']",'Chaoxiong Ma',"The theory of evidence reasoning has been applied to collective
decision-making in recent years. However, existing distributed evidence fusion
methods lead to participants' preference leakage and fusion failures as they
directly exchange raw evidence and do not assess evidence credibility like
centralized credible evidence fusion (CCEF) does. To do so, a
privacy-preserving distributed credible evidence fusion method with three-level
consensus (PCEF) is proposed in this paper. In evidence difference measure
(EDM) neighbor consensus, an evidence-free equivalent expression of EDM among
neighbored agents is derived with the shared dot product protocol for pignistic
probability and the identical judgment of two events with maximal subjective
probabilities, so that evidence privacy is guaranteed due to such irreversible
evidence transformation. In EDM network consensus, the non-neighbored EDMs are
inferred and neighbored EDMs reach uniformity via interaction between linear
average consensus (LAC) and low-rank matrix completion with rank adaptation to
guarantee EDM consensus convergence and no solution of inferring raw evidence
in numerical iteration style. In fusion network consensus, a privacy-preserving
LAC with a self-cancelling differential privacy term is proposed, where each
agent adds its randomness to the sharing content and step-by-step cancels such
randomness in consensus iterations. Besides, the sufficient condition of the
convergence to the CCEF is explored, and it is proven that raw evidence is
impossibly inferred in such an iterative consensus. The simulations show that
PCEF is close to CCEF both in credibility and fusion results and obtains higher
decision accuracy with less time-comsuming than existing methods.",246
abs-2410.16795v1,"Traj-Explainer: An Explainable and Robust Multi-modal Trajectory
  Prediction Approach",Artificial Intelligence,cs.AI,2024-10-22,10/22/24,"['Pei Liu', 'Haipeng Liu', 'Yiqun Li', 'Tianyu Shi', 'Meixin Zhu', 'Ziyuan Pu']",'Pei Liu',"Navigating complex traffic environments has been significantly enhanced by
advancements in intelligent technologies, enabling accurate environment
perception and trajectory prediction for automated vehicles. However, existing
research often neglects the consideration of the joint reasoning of scenario
agents and lacks interpretability in trajectory prediction models, thereby
limiting their practical application in real-world scenarios. To this purpose,
an explainability-oriented trajectory prediction model is designed in this
work, named Explainable Conditional Diffusion based Multimodal Trajectory
Prediction Traj-Explainer, to retrieve the influencing factors of prediction
and help understand the intrinsic mechanism of prediction. In Traj-Explainer, a
modified conditional diffusion is well designed to capture the scenario
multimodal trajectory pattern, and meanwhile, a modified Shapley Value model is
assembled to rationally learn the importance of the global and scenario
features. Numerical experiments are carried out by several trajectory
prediction datasets, including Waymo, NGSIM, HighD, and MoCAD datasets.
Furthermore, we evaluate the identified input factors which indicates that they
are in agreement with the human driving experience, indicating the capability
of the proposed model in appropriately learning the prediction. Code available
in our open-source repository:
\url{https://anonymous.4open.science/r/Interpretable-Prediction}.",180
abs-2412.03111v1,Experience-driven discovery of planning strategies,Artificial Intelligence,cs.AI,2024-12-04,12/4/24,"['Ruiqi He', 'Falk Lieder']",'Ruiqi He',"One explanation for how people can plan efficiently despite limited cognitive
resources is that we possess a set of adaptive planning strategies and know
when and how to use them. But how are these strategies acquired? While previous
research has studied how individuals learn to choose among existing strategies,
little is known about the process of forming new planning strategies. In this
work, we propose that new planning strategies are discovered through
metacognitive reinforcement learning. To test this, we designed a novel
experiment to investigate the discovery of new planning strategies. We then
present metacognitive reinforcement learning models and demonstrate their
capability for strategy discovery as well as show that they provide a better
explanation of human strategy discovery than alternative learning mechanisms.
However, when fitted to human data, these models exhibit a slower discovery
rate than humans, leaving room for improvement.",142
