id,title,category,category_code,published_date,updated_date,authors,first_author,summary,summary_word_count
abs-2205.09351v3,Mip-NeRF RGB-D: Depth Assisted Fast Neural Radiance Fields,Computer Vision and Pattern Recognition,cs.CV,2022-05-19,11/7/22,"['Arnab Dey', 'Yassine Ahmine', 'Andrew I. Comport']",'Arnab Dey',"Neural scene representations, such as Neural Radiance Fields (NeRF), are
based on training a multilayer perceptron (MLP) using a set of color images
with known poses. An increasing number of devices now produce RGB-D(color +
depth) information, which has been shown to be very important for a wide range
of tasks. Therefore, the aim of this paper is to investigate what improvements
can be made to these promising implicit representations by incorporating depth
information with the color images. In particular, the recently proposed
Mip-NeRF approach, which uses conical frustums instead of rays for volume
rendering, allows one to account for the varying area of a pixel with distance
from the camera center. The proposed method additionally models depth
uncertainty. This allows to address major limitations of NeRF-based approaches
including improving the accuracy of geometry, reduced artifacts, faster
training time, and shortened prediction time. Experiments are performed on
well-known benchmark scenes, and comparisons show improved accuracy in scene
geometry and photometric reconstruction, while reducing the training time by 3
- 5 times.",171
abs-2012.07049v1,PoNA: Pose-guided Non-local Attention for Human Pose Transfer,Computer Vision and Pattern Recognition,cs.CV,2020-12-13,12/13/20,"['Kun Li', 'Jinsong Zhang', 'Yebin Liu', 'Yu-Kun Lai', 'Qionghai Dai']",'Kun Li',"Human pose transfer, which aims at transferring the appearance of a given
person to a target pose, is very challenging and important in many
applications. Previous work ignores the guidance of pose features or only uses
local attention mechanism, leading to implausible and blurry results. We
propose a new human pose transfer method using a generative adversarial network
(GAN) with simplified cascaded blocks. In each block, we propose a pose-guided
non-local attention (PoNA) mechanism with a long-range dependency scheme to
select more important regions of image features to transfer. We also design
pre-posed image-guided pose feature update and post-posed pose-guided image
feature update to better utilize the pose and image features. Our network is
simple, stable, and easy to train. Quantitative and qualitative results on
Market-1501 and DeepFashion datasets show the efficacy and efficiency of our
model. Compared with state-of-the-art methods, our model generates sharper and
more realistic images with rich details, while having fewer parameters and
faster speed. Furthermore, our generated images can help to alleviate data
insufficiency for person re-identification.",172
abs-2010.10032v1,"TTPLA: An Aerial-Image Dataset for Detection and Segmentation of
  Transmission Towers and Power Lines",Computer Vision and Pattern Recognition,cs.CV,2020-10-20,10/20/20,"['Rabab Abdelfattah', 'Xiaofeng Wang', 'Song Wang']",'Rabab Abdelfattah',"Accurate detection and segmentation of transmission towers~(TTs) and power
lines~(PLs) from aerial images plays a key role in protecting power-grid
security and low-altitude UAV safety. Meanwhile, aerial images of TTs and PLs
pose a number of new challenges to the computer vision researchers who work on
object detection and segmentation -- PLs are long and thin, and may show
similar color as the background; TTs can be of various shapes and most likely
made up of line structures of various sparsity; The background scene, lighting,
and object sizes can vary significantly from one image to another. In this
paper we collect and release a new TT/PL Aerial-image (TTPLA) dataset,
consisting of 1,100 images with the resolution of 3,840$\times$2,160 pixels, as
well as manually labeled 8,987 instances of TTs and PLs. We develop novel
policies for collecting, annotating, and labeling the images in TTPLA.
Different from other relevant datasets, TTPLA supports evaluation of instance
segmentation, besides detection and semantic segmentation. To build a baseline
for detection and segmentation tasks on TTPLA, we report the performance of
several state-of-the-art deep learning models on our dataset. TTPLA dataset is
publicly available at https://github.com/r3ab/ttpla_dataset",190
abs-2007.07524v1,"Learning with Privileged Information for Efficient Image
  Super-Resolution",Computer Vision and Pattern Recognition,cs.CV,2020-07-15,7/15/20,"['Wonkyung Lee', 'Junghyup Lee', 'Dohyung Kim', 'Bumsub Ham']",'Wonkyung Lee',"Convolutional neural networks (CNNs) have allowed remarkable advances in
single image super-resolution (SISR) over the last decade. Most SR methods
based on CNNs have focused on achieving performance gains in terms of quality
metrics, such as PSNR and SSIM, over classical approaches. They typically
require a large amount of memory and computational units. FSRCNN, consisting of
few numbers of convolutional layers, has shown promising results, while using
an extremely small number of network parameters. We introduce in this paper a
novel distillation framework, consisting of teacher and student networks, that
allows to boost the performance of FSRCNN drastically. To this end, we propose
to use ground-truth high-resolution (HR) images as privileged information. The
encoder in the teacher learns the degradation process, subsampling of HR
images, using an imitation loss. The student and the decoder in the teacher,
having the same network architecture as FSRCNN, try to reconstruct HR images.
Intermediate features in the decoder, affordable for the student to learn, are
transferred to the student through feature distillation. Experimental results
on standard benchmarks demonstrate the effectiveness and the generalization
ability of our framework, which significantly boosts the performance of FSRCNN
as well as other SR methods. Our code and model are available online:
https://cvlab.yonsei.ac.kr/projects/PISR.",204
abs-2205.07844v2,"Guess What Moves: Unsupervised Video and Image Segmentation by
  Anticipating Motion",Computer Vision and Pattern Recognition,cs.CV,2022-05-16,10/13/22,"['Subhabrata Choudhury', 'Laurynas Karazija', 'Iro Laina', 'Andrea Vedaldi', 'Christian Rupprecht']",'Subhabrata Choudhury',"Motion, measured via optical flow, provides a powerful cue to discover and
learn objects in images and videos. However, compared to using appearance, it
has some blind spots, such as the fact that objects become invisible if they do
not move. In this work, we propose an approach that combines the strengths of
motion-based and appearance-based segmentation. We propose to supervise an
image segmentation network with the pretext task of predicting regions that are
likely to contain simple motion patterns, and thus likely to correspond to
objects. As the model only uses a single image as input, we can apply it in two
settings: unsupervised video segmentation, and unsupervised image segmentation.
We achieve state-of-the-art results for videos, and demonstrate the viability
of our approach on still images containing novel objects. Additionally we
experiment with different motion models and optical flow backbones and find the
method to be robust to these change. Project page and code available at
https://www.robots.ox.ac.uk/~vgg/research/gwm.",158
abs-2406.14422v1,"FutureNet-LOF: Joint Trajectory Prediction and Lane Occupancy Field
  Prediction with Future Context Encoding",Computer Vision and Pattern Recognition,cs.CV,2024-06-20,6/20/24,"['Mingkun Wang', 'Xiaoguang Ren', 'Ruochun Jin', 'Minglong Li', 'Xiaochuan Zhang', 'Changqian Yu', 'Mingxu Wang', 'Wenjing Yang']",'Mingkun Wang',"Most prior motion prediction endeavors in autonomous driving have
inadequately encoded future scenarios, leading to predictions that may fail to
accurately capture the diverse movements of agents (e.g., vehicles or
pedestrians). To address this, we propose FutureNet, which explicitly
integrates initially predicted trajectories into the future scenario and
further encodes these future contexts to enhance subsequent forecasting.
Additionally, most previous motion forecasting works have focused on predicting
independent futures for each agent. However, safe and smooth autonomous driving
requires accurately predicting the diverse future behaviors of numerous
surrounding agents jointly in complex dynamic environments. Given that all
agents occupy certain potential travel spaces and possess lane driving
priority, we propose Lane Occupancy Field (LOF), a new representation with lane
semantics for motion forecasting in autonomous driving. LOF can simultaneously
capture the joint probability distribution of all road participants' future
spatial-temporal positions. Due to the high compatibility between lane
occupancy field prediction and trajectory prediction, we propose a novel
network with future context encoding for the joint prediction of these two
tasks. Our approach ranks 1st on two large-scale motion forecasting benchmarks:
Argoverse 1 and Argoverse 2.",186
abs-2002.08440v1,Cooperative LIDAR Object Detection via Feature Sharing in Deep Networks,Computer Vision and Pattern Recognition,cs.CV,2020-02-19,2/19/20,"['Ehsan Emad Marvasti', 'Arash Raftari', 'Amir Emad Marvasti', 'Yaser P. Fallah', 'Rui Guo', 'HongSheng Lu']",'Ehsan Emad Marvasti',"The recent advancements in communication and computational systems has led to
significant improvement of situational awareness in connected and autonomous
vehicles. Computationally efficient neural networks and high speed wireless
vehicular networks have been some of the main contributors to this improvement.
However, scalability and reliability issues caused by inherent limitations of
sensory and communication systems are still challenging problems. In this
paper, we aim to mitigate the effects of these limitations by introducing the
concept of feature sharing for cooperative object detection (FS-COD). In our
proposed approach, a better understanding of the environment is achieved by
sharing partially processed data between cooperative vehicles while maintaining
a balance between computation and communication load. This approach is
different from current methods of map sharing, or sharing of raw data which are
not scalable. The performance of the proposed approach is verified through
experiments on Volony dataset. It is shown that the proposed approach has
significant performance superiority over the conventional single-vehicle object
detection approaches.",162
abs-2207.07241v2,"Classification of Bark Beetle-Induced Forest Tree Mortality using Deep
  Learning",Computer Vision and Pattern Recognition,cs.CV,2022-07-15,8/21/22,"['Rudraksh Kapil', 'Seyed Mojtaba Marvasti-Zadeh', 'Devin Goodsman', 'Nilanjan Ray', 'Nadir Erbilgin']",'Rudraksh Kapil',"Bark beetle outbreaks can dramatically impact forest ecosystems and services
around the world. For the development of effective forest policies and
management plans, the early detection of infested trees is essential. Despite
the visual symptoms of bark beetle infestation, this task remains challenging,
considering overlapping tree crowns and non-homogeneity in crown foliage
discolouration. In this work, a deep learning based method is proposed to
effectively classify different stages of bark beetle attacks at the individual
tree level. The proposed method uses RetinaNet architecture (exploiting a
robust feature extraction backbone pre-trained for tree crown detection) to
train a shallow subnetwork for classifying the different attack stages of
images captured by unmanned aerial vehicles (UAVs). Moreover, various data
augmentation strategies are examined to address the class imbalance problem,
and consequently, the affine transformation is selected to be the most
effective one for this purpose. Experimental evaluations demonstrate the
effectiveness of the proposed method by achieving an average accuracy of
98.95%, considerably outperforming the baseline method by approximately 10%.",166
abs-2002.03299v1,Convolutional Neural Network Pruning Using Filter Attenuation,Computer Vision and Pattern Recognition,cs.CV,2020-02-09,2/9/20,"['Morteza Mousa-Pasandi', 'Mohsen Hajabdollahi', 'Nader Karimi', 'Shadrokh Samavi', 'Shahram Shirani']",'Morteza Mousa-Pasandi',"Filters are the essential elements in convolutional neural networks (CNNs).
Filters are corresponded to the feature maps and form the main part of the
computational and memory requirement for the CNN processing. In filter pruning
methods, a filter with all of its components, including channels and
connections, are removed. The removal of a filter can cause a drastic change in
the network's performance. Also, the removed filters cannot come back to the
network structure. We want to address these problems in this paper. We propose
a CNN pruning method based on filter attenuation in which weak filters are not
directly removed. Instead, weak filters are attenuated and gradually removed.
In the proposed attenuation approach, weak filters are not abruptly removed,
and there is a chance for these filters to return to the network. The filter
attenuation method is assessed using the VGG model for the Cifar10 image
classification task. Simulation results show that the filter attenuation works
with different pruning criteria, and better results are obtained in comparison
with the conventional pruning methods.",173
abs-2201.02560v2,"A Novel Incremental Learning Driven Instance Segmentation Framework to
  Recognize Highly Cluttered Instances of the Contraband Items",Computer Vision and Pattern Recognition,cs.CV,2022-01-07,1/10/22,"['Taimur Hassan', 'Samet Akcay', 'Mohammed Bennamoun', 'Salman Khan', 'Naoufel Werghi']",'Taimur Hassan',"Screening cluttered and occluded contraband items from baggage X-ray scans is
a cumbersome task even for the expert security staff. This paper presents a
novel strategy that extends a conventional encoder-decoder architecture to
perform instance-aware segmentation and extract merged instances of contraband
items without using any additional sub-network or an object detector. The
encoder-decoder network first performs conventional semantic segmentation and
retrieves cluttered baggage items. The model then incrementally evolves during
training to recognize individual instances using significantly reduced training
batches. To avoid catastrophic forgetting, a novel objective function minimizes
the network loss in each iteration by retaining the previously acquired
knowledge while learning new class representations and resolving their complex
structural inter-dependencies through Bayesian inference. A thorough evaluation
of our framework on two publicly available X-ray datasets shows that it
outperforms state-of-the-art methods, especially within the challenging
cluttered scenarios, while achieving an optimal trade-off between detection
accuracy and efficiency.",150
abs-2302.02272v1,Divide and Compose with Score Based Generative Models,Computer Vision and Pattern Recognition,cs.CV,2023-02-05,2/5/23,"['Sandesh Ghimire', 'Armand Comas', 'Davin Hill', 'Aria Masoomi', 'Octavia Camps', 'Jennifer Dy']",'Sandesh Ghimire',"While score based generative models, or diffusion models, have found success
in image synthesis, they are often coupled with text data or image label to be
able to manipulate and conditionally generate images. Even though manipulation
of images by changing the text prompt is possible, our understanding of the
text embedding and our ability to modify it to edit images is quite limited.
Towards the direction of having more control over image manipulation and
conditional generation, we propose to learn image components in an unsupervised
manner so that we can compose those components to generate and manipulate
images in informed manner. Taking inspiration from energy based models, we
interpret different score components as the gradient of different energy
functions. We show how score based learning allows us to learn interesting
components and we can visualize them through generation. We also show how this
novel decomposition allows us to compose, generate and modify images in
interesting ways akin to dreaming. We make our code available at
https://github.com/sandeshgh/Score-based-disentanglement",166
abs-2203.17205v2,"Leverage Your Local and Global Representations: A New Self-Supervised
  Learning Strategy",Computer Vision and Pattern Recognition,cs.CV,2022-03-31,4/13/22,"['Tong Zhang', 'Congpei Qiu', 'Wei Ke', 'Sabine Süsstrunk', 'Mathieu Salzmann']",'Tong Zhang',"Self-supervised learning (SSL) methods aim to learn view-invariant
representations by maximizing the similarity between the features extracted
from different crops of the same image regardless of cropping size and content.
In essence, this strategy ignores the fact that two crops may truly contain
different image information, e.g., background and small objects, and thus tends
to restrain the diversity of the learned representations. In this work, we
address this issue by introducing a new self-supervised learning strategy,
LoGo, that explicitly reasons about Local and Global crops. To achieve view
invariance, LoGo encourages similarity between global crops from the same
image, as well as between a global and a local crop. However, to correctly
encode the fact that the content of smaller crops may differ entirely, LoGo
promotes two local crops to have dissimilar representations, while being close
to global crops. Our LoGo strategy can easily be applied to existing SSL
methods. Our extensive experiments on a variety of datasets and using different
self-supervised learning frameworks validate its superiority over existing
approaches. Noticeably, we achieve better results than supervised models on
transfer learning when using only 1/10 of the data.",188
abs-2104.02894v1,Facial Attribute Transformers for Precise and Robust Makeup Transfer,Computer Vision and Pattern Recognition,cs.CV,2021-04-07,4/7/21,"['Zhaoyi Wan', 'Haoran Chen', 'Jielei Zhang', 'Wentao Jiang', 'Cong Yao', 'Jiebo Luo']",'Zhaoyi Wan',"In this paper, we address the problem of makeup transfer, which aims at
transplanting the makeup from the reference face to the source face while
preserving the identity of the source. Existing makeup transfer methods have
made notable progress in generating realistic makeup faces, but do not perform
well in terms of color fidelity and spatial transformation. To tackle these
issues, we propose a novel Facial Attribute Transformer (FAT) and its variant
Spatial FAT for high-quality makeup transfer. Drawing inspirations from the
Transformer in NLP, FAT is able to model the semantic correspondences and
interactions between the source face and reference face, and then precisely
estimate and transfer the facial attributes. To further facilitate shape
deformation and transformation of facial parts, we also integrate thin plate
splines (TPS) into FAT, thus creating Spatial FAT, which is the first method
that can transfer geometric attributes in addition to color and texture.
Extensive qualitative and quantitative experiments demonstrate the
effectiveness and superiority of our proposed FATs in the following aspects:
(1) ensuring high-fidelity color transfer; (2) allowing for geometric
transformation of facial parts; (3) handling facial variations (such as poses
and shadows) and (4) supporting high-resolution face generation.",196
