id,title,category,category_code,published_date,updated_date,authors,first_author,summary,summary_word_count
abs-2408.01331v2,UnifiedNN: Efficient Neural Network Training on the Cloud,Machine Learning,cs.LG,2024-08-02,8/6/24,"['Sifat Ut Taki', 'Arthi Padmanabhan', 'Spyridon Mastorakis']",'Sifat Ut Taki',"Nowadays, cloud-based services are widely favored over the traditional
approach of locally training a Neural Network (NN) model. Oftentimes, a cloud
service processes multiple requests from users--thus training multiple NN
models concurrently. However, training NN models concurrently is a challenging
process, which typically requires significant amounts of available computing
resources and takes a long time to complete. In this paper, we present
UnifiedNN to effectively train multiple NN models concurrently on the cloud.
UnifiedNN effectively ""combines"" multiple NN models and features several memory
and time conservation mechanisms to train multiple NN models simultaneously
without impacting the accuracy of the training process. Specifically, UnifiedNN
merges multiple NN models and creates a large singular unified model in order
to efficiently train all models at once. We have implemented a prototype of
UnifiedNN in PyTorch and we have compared its performance with relevant
state-of-the-art frameworks. Our experimental results demonstrate that
UnifiedNN can reduce memory consumption by up to 53% and training time by up to
81% when compared with vanilla PyTorch without impacting the model training and
testing accuracy. Finally, our results indicate that UnifiedNN can reduce
memory consumption by up to 52% and training time by up to 41% when compared to
state-of-the-art frameworks when training multiple models concurrently.",207
abs-2401.05322v1,"Arrival Time Prediction for Autonomous Shuttle Services in the Real
  World: Evidence from Five Cities",Machine Learning,cs.LG,2024-01-10,1/10/24,"['Carolin Schmidt', 'Mathias Tygesen', 'Filipe Rodrigues']",'Carolin Schmidt',"Urban mobility is on the cusp of transformation with the emergence of shared,
connected, and cooperative automated vehicles. Yet, for them to be accepted by
customers, trust in their punctuality is vital. Many pilot initiatives operate
without a fixed schedule, thus enhancing the importance of reliable arrival
time (AT) predictions. This study presents an AT prediction system for
autonomous shuttles, utilizing separate models for dwell and running time
predictions, validated on real-world data from five cities. Alongside
established methods such as XGBoost, we explore the benefits of integrating
spatial data using graph neural networks (GNN). To accurately handle the case
of a shuttle bypassing a stop, we propose a hierarchical model combining a
random forest classifier and a GNN. The results for the final AT prediction are
promising, showing low errors even when predicting several stops ahead. Yet, no
single model emerges as universally superior, and we provide insights into the
characteristics of pilot sites that influence the model selection process.
Finally, we identify dwell time prediction as the key determinant in overall AT
prediction accuracy when autonomous shuttles are deployed in low-traffic areas
or under regulatory speed limits. This research provides insights into the
current state of autonomous public transport prediction models and paves the
way for more data-informed decision-making as the field advances.",215
abs-2411.18716v1,"Addressing bias in Recommender Systems: A Case Study on Data Debiasing
  Techniques in Mobile Games",Machine Learning,cs.LG,2024-11-27,11/27/24,"['Yixiong Wang', 'Maria Paskevich', 'Hui Wang']",'Yixiong Wang',"The mobile gaming industry, particularly the free-to-play sector, has been
around for more than a decade, yet it still experiences rapid growth. The
concept of games-as-service requires game developers to pay much more attention
to recommendations of content in their games. With recommender systems (RS),
the inevitable problem of bias in the data comes hand in hand. A lot of
research has been done on the case of bias in RS for online retail or services,
but much less is available for the specific case of the game industry. Also, in
previous works, various debiasing techniques were tested on explicit feedback
datasets, while it is much more common in mobile gaming data to only have
implicit feedback. This case study aims to identify and categorize potential
bias within datasets specific to model-based recommendations in mobile games,
review debiasing techniques in the existing literature, and assess their
effectiveness on real-world data gathered through implicit feedback. The
effectiveness of these methods is then evaluated based on their debiasing
quality, data requirements, and computational demands.",172
abs-2406.09347v1,"Separations in the Representational Capabilities of Transformers and
  Recurrent Architectures",Machine Learning,cs.LG,2024-06-13,6/13/24,"['Satwik Bhattamishra', 'Michael Hahn', 'Phil Blunsom', 'Varun Kanade']",'Satwik Bhattamishra',"Transformer architectures have been widely adopted in foundation models. Due
to their high inference costs, there is renewed interest in exploring the
potential of efficient recurrent architectures (RNNs). In this paper, we
analyze the differences in the representational capabilities of Transformers
and RNNs across several tasks of practical relevance, including index lookup,
nearest neighbor, recognizing bounded Dyck languages, and string equality. For
the tasks considered, our results show separations based on the size of the
model required for different architectures. For example, we show that a
one-layer Transformer of logarithmic width can perform index lookup, whereas an
RNN requires a hidden state of linear size. Conversely, while constant-size
RNNs can recognize bounded Dyck languages, we show that one-layer Transformers
require a linear size for this task. Furthermore, we show that two-layer
Transformers of logarithmic size can perform decision tasks such as string
equality or disjointness, whereas both one-layer Transformers and recurrent
models require linear size for these tasks. We also show that a log-size
two-layer Transformer can implement the nearest neighbor algorithm in its
forward pass; on the other hand recurrent models require linear size. Our
constructions are based on the existence of $N$ nearly orthogonal vectors in
$O(\log N)$ dimensional space and our lower bounds are based on reductions from
communication complexity problems. We supplement our theoretical results with
experiments that highlight the differences in the performance of these
architectures on practical-size sequences.",234
abs-2411.06881v1,WassFFed: Wasserstein Fair Federated Learning,Machine Learning,cs.LG,2024-11-11,11/11/24,"['Zhongxuan Han', 'Li Zhang', 'Chaochao Chen', 'Xiaolin Zheng', 'Fei Zheng', 'Yuyuan Li', 'Jianwei Yin']",'Zhongxuan Han',"Federated Learning (FL) employs a training approach to address scenarios
where users' data cannot be shared across clients. Achieving fairness in FL is
imperative since training data in FL is inherently geographically distributed
among diverse user groups. Existing research on fairness predominantly assumes
access to the entire training data, making direct transfer to FL challenging.
However, the limited existing research on fairness in FL does not effectively
address two key challenges, i.e., (CH1) Current methods fail to deal with the
inconsistency between fair optimization results obtained with surrogate
functions and fair classification results. (CH2) Directly aggregating local
fair models does not always yield a globally fair model due to non Identical
and Independent data Distributions (non-IID) among clients. To address these
challenges, we propose a Wasserstein Fair Federated Learning framework, namely
WassFFed. To tackle CH1, we ensure that the outputs of local models, rather
than the loss calculated with surrogate functions or classification results
with a threshold, remain independent of various user groups. To resolve CH2, we
employ a Wasserstein barycenter calculation of all local models' outputs for
each user group, bringing local model outputs closer to the global output
distribution to ensure consistency between the global model and local models.
We conduct extensive experiments on three real-world datasets, demonstrating
that WassFFed outperforms existing approaches in striking a balance between
accuracy and fairness.",223
abs-2408.10717v1,"Accelerated training of deep learning surrogate models for surface
  displacement and flow, with application to MCMC-based history matching of CO2
  storage operations",Machine Learning,cs.LG,2024-08-20,8/20/24,"['Yifu Han', 'Francois P. Hamon', 'Louis J. Durlofsky']",'Yifu Han',"Deep learning surrogate modeling shows great promise for subsurface flow
applications, but the training demands can be substantial. Here we introduce a
new surrogate modeling framework to predict CO2 saturation, pressure and
surface displacement for use in the history matching of carbon storage
operations. Rather than train using a large number of expensive coupled
flow-geomechanics simulation runs, training here involves a large number of
inexpensive flow-only simulations combined with a much smaller number of
coupled runs. The flow-only runs use an effective rock compressibility, which
is shown to provide accurate predictions for saturation and pressure for our
system. A recurrent residual U-Net architecture is applied for the saturation
and pressure surrogate models, while a new residual U-Net model is introduced
to predict surface displacement. The surface displacement surrogate accepts, as
inputs, geomodel quantities along with saturation and pressure surrogate
predictions. Median relative error for a diverse test set is less than 4% for
all variables. The surrogate models are incorporated into a hierarchical Markov
chain Monte Carlo history matching workflow. Surrogate error is included using
a new treatment involving the full model error covariance matrix. A high degree
of prior uncertainty, with geomodels characterized by uncertain geological
scenario parameters (metaparameters) and associated realizations, is
considered. History matching results for a synthetic true model are generated
using in-situ monitoring-well data only, surface displacement data only, and
both data types. The enhanced uncertainty reduction achieved with both data
types is quantified. Posterior saturation and surface displacement fields are
shown to correspond well with the true solution.",254
abs-2404.05908v1,"Interpretability in Symbolic Regression: a benchmark of Explanatory
  Methods using the Feynman data set",Machine Learning,cs.LG,2024-04-08,4/8/24,"['Guilherme Seidyo Imai Aldeia', 'Fabricio Olivetti de Franca']",'Guilherme Seidyo Imai Aldeia',"In some situations, the interpretability of the machine learning models plays
a role as important as the model accuracy. Interpretability comes from the need
to trust the prediction model, verify some of its properties, or even enforce
them to improve fairness. Many model-agnostic explanatory methods exists to
provide explanations for black-box models. In the regression task, the
practitioner can use white-boxes or gray-boxes models to achieve more
interpretable results, which is the case of symbolic regression. When using an
explanatory method, and since interpretability lacks a rigorous definition,
there is a need to evaluate and compare the quality and different explainers.
This paper proposes a benchmark scheme to evaluate explanatory methods to
explain regression models, mainly symbolic regression models. Experiments were
performed using 100 physics equations with different interpretable and
non-interpretable regression methods and popular explanation methods,
evaluating the performance of the explainers performance with several
explanation measures. In addition, we further analyzed four benchmarks from the
GP community. The results have shown that Symbolic Regression models can be an
interesting alternative to white-box and black-box models that is capable of
returning accurate models with appropriate explanations. Regarding the
explainers, we observed that Partial Effects and SHAP were the most robust
explanation models, with Integrated Gradients being unstable only with
tree-based models. This benchmark is publicly available for further
experiments.",220
abs-2406.02616v5,"Adaptive Layer Splitting for Wireless LLM Inference in Edge Computing: A
  Model-Based Reinforcement Learning Approach",Machine Learning,cs.LG,2024-06-03,9/11/24,"['Yuxuan Chen', 'Rongpeng Li', 'Xiaoxue Yu', 'Zhifeng Zhao', 'Honggang Zhang']",'Yuxuan Chen',"Optimizing the deployment of large language models (LLMs) in edge computing
environments is critical for enhancing privacy and computational efficiency.
Toward efficient wireless LLM inference in edge computing, this study
comprehensively analyzes the impact of different splitting points in mainstream
open-source LLMs. On this basis, this study introduces a framework taking
inspiration from model-based reinforcement learning (MBRL) to determine the
optimal splitting point across the edge and user equipment (UE). By
incorporating a reward surrogate model, our approach significantly reduces the
computational cost of frequent performance evaluations. Extensive simulations
demonstrate that this method effectively balances inference performance and
computational load under varying network conditions, providing a robust
solution for LLM deployment in decentralized settings.",114
abs-2404.15593v1,A Survey of Deep Long-Tail Classification Advancements,Machine Learning,cs.LG,2024-04-24,4/24/24,"['Charika de Alvis', 'Suranga Seneviratne']",'Charika de Alvis',"Many data distributions in the real world are hardly uniform. Instead, skewed
and long-tailed distributions of various kinds are commonly observed. This
poses an interesting problem for machine learning, where most algorithms assume
or work well with uniformly distributed data. The problem is further
exacerbated by current state-of-the-art deep learning models requiring large
volumes of training data. As such, learning from imbalanced data remains a
challenging research problem and a problem that must be solved as we move
towards more real-world applications of deep learning. In the context of class
imbalance, state-of-the-art (SOTA) accuracies on standard benchmark datasets
for classification typically fall less than 75%, even for less challenging
datasets such as CIFAR100. Nonetheless, there has been progress in this niche
area of deep learning. To this end, in this survey, we provide a taxonomy of
various methods proposed for addressing the problem of long-tail
classification, focusing on works that happened in the last few years under a
single mathematical framework. We also discuss standard performance metrics,
convergence studies, feature distribution and classifier analysis. We also
provide a quantitative comparison of the performance of different SOTA methods
and conclude the survey by discussing the remaining challenges and future
research direction.",200
abs-2403.12335v2,"Temporally-Consistent Koopman Autoencoders for Forecasting Dynamical
  Systems",Machine Learning,cs.LG,2024-03-19,1/8/25,"['Indranil Nayak', 'Ananda Chakrabarty', 'Mrinal Kumar', 'Fernando Teixeira', 'Debdipta Goswami']",'Indranil Nayak',"Absence of sufficiently high-quality data often poses a key challenge in
data-driven modeling of high-dimensional spatio-temporal dynamical systems.
Koopman Autoencoders (KAEs) harness the expressivity of deep neural networks
(DNNs), the dimension reduction capabilities of autoencoders, and the spectral
properties of the Koopman operator to learn a reduced-order feature space with
simpler, linear dynamics. However, the effectiveness of KAEs is hindered by
limited and noisy training datasets, leading to poor generalizability. To
address this, we introduce the Temporally-Consistent Koopman Autoencoder
(tcKAE), designed to generate accurate long-term predictions even with limited
and noisy training data. This is achieved through a consistency regularization
term that enforces prediction coherence across different time steps, thus
enhancing the robustness and generalizability of tcKAE over existing models. We
provide analytical justification for this approach based on Koopman spectral
theory and empirically demonstrate tcKAE's superior performance over
state-of-the-art KAE models across a variety of test cases, including simple
pendulum oscillations, kinetic plasma, and fluid flow data.",158
abs-2409.11521v1,Partially Observable Contextual Bandits with Linear Payoffs,Machine Learning,cs.LG,2024-09-17,9/17/24,"['Sihan Zeng', 'Sujay Bhatt', 'Alec Koppel', 'Sumitra Ganesh']",'Sihan Zeng',"The standard contextual bandit framework assumes fully observable and
actionable contexts. In this work, we consider a new bandit setting with
partially observable, correlated contexts and linear payoffs, motivated by the
applications in finance where decision making is based on market information
that typically displays temporal correlation and is not fully observed. We make
the following contributions marrying ideas from statistical signal processing
with bandits: (i) We propose an algorithmic pipeline named EMKF-Bandit, which
integrates system identification, filtering, and classic contextual bandit
algorithms into an iterative method alternating between latent parameter
estimation and decision making. (ii) We analyze EMKF-Bandit when we select
Thompson sampling as the bandit algorithm and show that it incurs a sub-linear
regret under conditions on filtering. (iii) We conduct numerical simulations
that demonstrate the benefits and practical applicability of the proposed
pipeline.",136
abs-2410.21518v1,Predicting sub-population specific viral evolution,Machine Learning,cs.LG,2024-10-28,10/28/24,"['Wenxian Shi', 'Menghua Wu', 'Regina Barzilay']",'Wenxian Shi',"Forecasting the change in the distribution of viral variants is crucial for
therapeutic design and disease surveillance. This task poses significant
modeling challenges due to the sharp differences in virus distributions across
sub-populations (e.g., countries) and their dynamic interactions. Existing
machine learning approaches that model the variant distribution as a whole are
incapable of making location-specific predictions and ignore transmissions that
shape the viral landscape. In this paper, we propose a sub-population specific
protein evolution model, which predicts the time-resolved distributions of
viral proteins in different locations. The algorithm explicitly models the
transmission rates between sub-populations and learns their interdependence
from data. The change in protein distributions across all sub-populations is
defined through a linear ordinary differential equation (ODE) parametrized by
transmission rates. Solving this ODE yields the likelihood of a given protein
occurring in particular sub-populations. Multi-year evaluation on both
SARS-CoV-2 and influenza A/H3N2 demonstrates that our model outperforms
baselines in accurately predicting distributions of viral proteins across
continents and countries. We also find that the transmission rates learned from
data are consistent with the transmission pathways discovered by retrospective
phylogenetic analysis.",183
abs-2408.09414v2,"Clustering and Alignment: Understanding the Training Dynamics in Modular
  Addition",Machine Learning,cs.LG,2024-08-18,10/27/24,['Tiberiu Musat'],'Tiberiu Musat',"Recent studies have revealed that neural networks learn interpretable
algorithms for many simple problems. However, little is known about how these
algorithms emerge during training. In this article, I study the training
dynamics of a small neural network with 2-dimensional embeddings on the problem
of modular addition. I observe that embedding vectors tend to organize into two
types of structures: grids and circles. I study these structures and explain
their emergence as a result of two simple tendencies exhibited by pairs of
embeddings: clustering and alignment. I propose explicit formulae for these
tendencies as interaction forces between different pairs of embeddings. To show
that my formulae can fully account for the emergence of these structures, I
construct an equivalent particle simulation where I show that identical
structures emerge. I discuss the role of weight decay in my setup and reveal a
new mechanism that links regularization and training dynamics. To support my
findings, I also release an interactive demo available at
https://modular-addition.vercel.app/.",162
abs-2406.14786v1,Graph Structure Learning with Interpretable Bayesian Neural Networks,Machine Learning,cs.LG,2024-06-20,6/20/24,"['Max Wasserman', 'Gonzalo Mateos']",'Max Wasserman',"Graphs serve as generic tools to encode the underlying relational structure
of data. Often this graph is not given, and so the task of inferring it from
nodal observations becomes important. Traditional approaches formulate a convex
inverse problem with a smoothness promoting objective and rely on iterative
methods to obtain a solution. In supervised settings where graph labels are
available, one can unroll and truncate these iterations into a deep network
that is trained end-to-end. Such a network is parameter efficient and inherits
inductive bias from the optimization formulation, an appealing aspect for data
constrained settings in, e.g., medicine, finance, and the natural sciences. But
typically such settings care equally about uncertainty over edge predictions,
not just point estimates. Here we introduce novel iterations with independently
interpretable parameters, i.e., parameters whose values - independent of other
parameters' settings - proportionally influence characteristics of the
estimated graph, such as edge sparsity. After unrolling these iterations, prior
knowledge over such graph characteristics shape prior distributions over these
independently interpretable network parameters to yield a Bayesian neural
network (BNN) capable of graph structure learning (GSL) from smooth signal
observations. Fast execution and parameter efficiency allow for high-fidelity
posterior approximation via Markov Chain Monte Carlo (MCMC) and thus
uncertainty quantification on edge predictions. Synthetic and real data
experiments corroborate this model's ability to provide well-calibrated
estimates of uncertainty, in test cases that include unveiling economic sector
modular structure from S$\&$P$500$ data and recovering pairwise digit
similarities from MNIST images. Overall, this framework enables GSL in
modest-scale applications where uncertainty on the data structure is paramount.",261
abs-2403.11408v1,Layer-diverse Negative Sampling for Graph Neural Networks,Machine Learning,cs.LG,2024-03-18,3/18/24,"['Wei Duan', 'Jie Lu', 'Yu Guang Wang', 'Junyu Xuan']",'Wei Duan',"Graph neural networks (GNNs) are a powerful solution for various structure
learning applications due to their strong representation capabilities for graph
data. However, traditional GNNs, relying on message-passing mechanisms that
gather information exclusively from first-order neighbours (known as positive
samples), can lead to issues such as over-smoothing and over-squashing. To
mitigate these issues, we propose a layer-diverse negative sampling method for
message-passing propagation. This method employs a sampling matrix within a
determinantal point process, which transforms the candidate set into a space
and selectively samples from this space to generate negative samples. To
further enhance the diversity of the negative samples during each forward pass,
we develop a space-squeezing method to achieve layer-wise diversity in
multi-layer GNNs. Experiments on various real-world graph datasets demonstrate
the effectiveness of our approach in improving the diversity of negative
samples and overall learning performance. Moreover, adding negative samples
dynamically changes the graph's topology, thus with the strong potential to
improve the expressiveness of GNNs and reduce the risk of over-squashing.",166
